Athlete_ID,Sport_Type,Training_Hours,Training_Intensity,Sleep_Hours,Nutrition_Score,Fatigue_Level,Recovery_Index,Performance_Score,Injury_Risk,Date,Training_Load,Wellness Score,Acute_Load,Chronic_Load,ACWR,Risk_Level,Avg_Training_Load,Recent_Load,Load_Ratio
A0179,Football,5.85,4,5.8,60,9,66,95,Low,2025-06-28,23.4,61.333333333333336,23.4,,1.0,Optimal,23.4,23.4,1.0
A0180,Tennis,5.33,8,8.1,82,6,65,81,Low,2025-06-29,42.64,76.0,42.64,,1.0,Optimal,42.64,42.64,1.0
A0181,Cricket,5.09,8,7.9,87,10,72,76,Low,2025-06-30,40.72,79.33333333333333,40.72,,1.0,Optimal,40.72,40.72,1.0
A0182,Badminton,2.29,1,6.2,97,5,54,77,Low,2025-07-01,2.29,71.0,2.29,,1.0,Optimal,2.29,2.29,1.0
A0183,Swimming,1.85,9,6.3,76,6,75,67,Low,2025-07-02,16.650000000000002,71.33333333333333,16.650000000000002,,1.0,Optimal,16.650000000000002,16.650000000000002,1.0
A0184,Tennis,4.34,5,8.2,69,6,84,88,Low,2025-07-03,21.7,78.33333333333333,21.7,,1.0,Optimal,21.7,21.7,1.0
A0185,Football,5.65,4,6.8,61,9,94,98,Low,2025-07-04,22.6,74.33333333333333,22.6,,1.0,Optimal,22.6,22.6,1.0
A0186,Cricket,3.78,6,7.9,92,4,66,78,Low,2025-07-05,22.68,79.0,22.68,,1.0,Optimal,22.68,22.68,1.0
A0187,Basketball,3.86,6,5.6,80,2,96,67,Low,2025-07-06,23.16,77.33333333333333,23.16,,1.0,Optimal,23.16,23.16,1.0
A0188,Badminton,2.4,2,8.4,76,9,44,93,Medium,2025-07-07,4.8,68.0,4.8,,1.0,Optimal,4.8,4.8,1.0
A0189,Badminton,4.85,8,7.8,81,2,100,57,Low,2025-07-08,38.8,86.33333333333333,38.8,,1.0,Optimal,38.8,38.8,1.0
A0190,Swimming,1.94,7,8.6,59,10,41,80,Low,2025-07-09,13.58,62.0,13.58,,1.0,Optimal,13.58,13.58,1.0
A0191,Badminton,2.62,1,5.5,52,9,94,83,Low,2025-07-10,2.62,67.0,2.62,,1.0,Optimal,2.62,2.62,1.0
A0192,Tennis,3.13,5,7.4,94,2,97,56,Low,2025-07-11,15.649999999999999,88.33333333333333,15.649999999999999,,1.0,Optimal,15.649999999999999,15.649999999999999,1.0
A0193,Football,3.54,6,7.4,76,8,72,85,Low,2025-07-12,21.240000000000002,74.0,21.240000000000002,,1.0,Optimal,21.240000000000002,21.240000000000002,1.0
A0194,Badminton,2.21,4,6.4,84,9,55,67,Medium,2025-07-13,8.84,67.66666666666667,8.84,,1.0,Optimal,8.84,8.84,1.0
A0195,Badminton,1.57,2,6.8,80,10,62,87,High,2025-07-14,3.14,70.0,3.14,,1.0,Optimal,3.14,3.14,1.0
A0196,Basketball,4.05,4,5.2,64,9,77,58,High,2025-07-15,16.2,64.33333333333333,16.2,,1.0,Optimal,16.2,16.2,1.0
A0197,Basketball,2.44,1,8.0,65,10,94,58,Low,2025-07-16,2.44,79.66666666666667,2.44,,1.0,Optimal,2.44,2.44,1.0
A0198,Athletics,3.91,7,7.2,62,9,55,95,Low,2025-07-17,27.37,63.0,27.37,,1.0,Optimal,27.37,27.37,1.0
A0199,Cricket,1.77,2,5.2,98,2,53,57,Medium,2025-07-18,3.54,67.66666666666667,3.54,,1.0,Optimal,3.54,3.54,1.0
A0200,Tennis,3.41,2,7.7,84,4,68,100,Low,2025-07-19,6.82,76.33333333333333,6.82,,1.0,Optimal,6.82,6.82,1.0
A0201,Badminton,3.66,9,6.9,60,7,65,84,Low,2025-07-20,32.94,64.66666666666667,32.94,,1.0,Optimal,32.94,32.94,1.0
A0202,Hockey,1.26,5,5.1,70,2,74,67,Medium,2025-07-21,6.3,65.0,6.3,,1.0,Optimal,6.3,6.3,1.0
A0203,Badminton,2.68,2,8.9,100,1,54,54,Low,2025-07-22,5.36,81.0,5.36,,1.0,Optimal,5.36,5.36,1.0
A0204,Football,1.67,9,8.8,60,3,42,63,Low,2025-07-23,15.03,63.333333333333336,15.03,,1.0,Optimal,15.03,15.03,1.0
A0205,Athletics,1.32,9,7.1,79,4,62,77,Low,2025-07-24,11.88,70.66666666666667,11.88,,1.0,Optimal,11.88,11.88,1.0
A0206,Cricket,5.95,1,5.4,97,8,68,79,Low,2025-07-25,5.95,73.0,5.95,,1.0,Optimal,5.95,5.95,1.0
A0207,Hockey,2.61,3,8.0,84,6,73,53,Low,2025-07-26,7.83,79.0,7.83,,1.0,Optimal,7.83,7.83,1.0
A0208,Athletics,5.05,4,7.0,71,2,72,88,Low,2025-07-27,20.2,71.0,20.2,,1.0,Optimal,20.2,20.2,1.0
A0209,Swimming,2.27,7,6.2,87,9,80,69,Low,2025-07-28,15.89,76.33333333333333,15.89,,1.0,Optimal,15.89,15.89,1.0
A0210,Cricket,4.41,10,7.0,80,2,80,74,Low,2025-07-29,44.1,76.66666666666667,44.1,,1.0,Optimal,44.1,44.1,1.0
A0211,Badminton,4.8,4,7.1,63,5,62,77,Low,2025-07-30,19.2,65.33333333333333,19.2,,1.0,Optimal,19.2,19.2,1.0
A0212,Badminton,3.98,2,7.3,73,4,46,61,Medium,2025-07-31,7.96,64.0,7.96,,1.0,Optimal,7.96,7.96,1.0
A0213,Cricket,3.36,7,6.8,99,7,42,51,Low,2025-08-01,23.52,69.66666666666667,23.52,,1.0,Optimal,23.52,23.52,1.0
A0214,Badminton,3.06,6,7.4,98,8,97,92,Low,2025-08-02,18.36,89.66666666666667,18.36,,1.0,Optimal,18.36,18.36,1.0
A0215,Tennis,2.74,3,8.7,81,5,71,63,Low,2025-08-03,8.22,79.66666666666667,8.22,,1.0,Optimal,8.22,8.22,1.0
A0216,Cricket,5.65,6,6.4,85,10,70,71,High,2025-08-04,33.900000000000006,73.0,33.900000000000006,,1.0,Optimal,33.900000000000006,33.900000000000006,1.0
A0217,Athletics,5.15,6,7.9,81,5,57,80,Low,2025-08-05,30.900000000000002,72.33333333333333,30.900000000000002,,1.0,Optimal,30.900000000000002,30.900000000000002,1.0
A0218,Cricket,5.83,5,8.6,64,2,82,72,Low,2025-08-06,29.15,77.33333333333333,29.15,,1.0,Optimal,29.15,29.15,1.0
A0219,Hockey,1.62,4,6.8,92,8,46,97,Low,2025-08-07,6.48,68.66666666666667,6.48,,1.0,Optimal,6.48,6.48,1.0
A0220,Badminton,4.65,10,6.8,84,2,80,69,Medium,2025-08-08,46.5,77.33333333333333,46.5,,1.0,Optimal,46.5,46.5,1.0
A0221,Tennis,5.69,1,7.4,52,10,40,87,Low,2025-08-09,5.69,55.333333333333336,5.69,,1.0,Optimal,5.69,5.69,1.0
A0222,Tennis,1.91,10,7.4,65,6,100,53,Low,2025-08-10,19.099999999999998,79.66666666666667,19.099999999999998,,1.0,Optimal,19.099999999999998,19.099999999999998,1.0
A0223,Swimming,1.33,6,8.2,54,8,53,64,Low,2025-08-11,7.98,63.0,7.98,,1.0,Optimal,7.98,7.98,1.0
A0224,Athletics,4.71,2,6.9,70,6,91,73,Low,2025-08-12,9.42,76.66666666666667,9.42,,1.0,Optimal,9.42,9.42,1.0
A0225,Basketball,3.87,3,9.0,59,4,71,74,Medium,2025-08-13,11.61,73.33333333333333,11.61,,1.0,Optimal,11.61,11.61,1.0
A0226,Basketball,5.21,8,5.2,68,4,45,50,Medium,2025-08-14,41.68,55.0,41.68,,1.0,Optimal,41.68,41.68,1.0
A0227,Cricket,1.7,10,5.0,74,6,78,56,Low,2025-08-15,17.0,67.33333333333333,17.0,,1.0,Optimal,17.0,17.0,1.0
A0228,Swimming,4.98,6,7.6,53,4,49,80,Medium,2025-08-16,29.880000000000003,59.333333333333336,29.880000000000003,,1.0,Optimal,29.880000000000003,29.880000000000003,1.0
A0229,Football,2.01,3,6.2,78,8,46,61,Low,2025-08-17,6.029999999999999,62.0,6.029999999999999,,1.0,Optimal,6.029999999999999,6.029999999999999,1.0
A0230,Cricket,1.82,7,6.0,68,9,65,91,Low,2025-08-18,12.74,64.33333333333333,12.74,,1.0,Optimal,12.74,12.74,1.0
A0231,Swimming,1.82,4,6.2,92,1,73,54,Low,2025-08-19,7.28,75.66666666666667,7.28,,1.0,Optimal,7.28,7.28,1.0
A0232,Athletics,5.07,9,6.0,51,4,69,93,Low,2025-08-20,45.63,60.0,45.63,,1.0,Optimal,45.63,45.63,1.0
A0233,Athletics,4.33,5,5.1,59,4,75,99,Medium,2025-08-21,21.65,61.666666666666664,21.65,,1.0,Optimal,21.65,21.65,1.0
A0234,Athletics,3.62,3,8.9,92,2,60,91,Low,2025-08-22,10.86,80.33333333333333,10.86,,1.0,Optimal,10.86,10.86,1.0
A0235,Athletics,2.79,2,5.9,74,6,99,87,Low,2025-08-23,5.58,77.33333333333333,5.58,,1.0,Optimal,5.58,5.58,1.0
A0236,Athletics,5.39,2,7.9,69,3,56,61,Low,2025-08-24,10.78,68.0,10.78,,1.0,Optimal,10.78,10.78,1.0
A0237,Swimming,2.96,3,8.1,97,7,72,88,Low,2025-08-25,8.879999999999999,83.33333333333333,8.879999999999999,,1.0,Optimal,8.879999999999999,8.879999999999999,1.0
A0238,Swimming,5.08,2,8.7,68,5,49,67,Low,2025-08-26,10.16,68.0,10.16,,1.0,Optimal,10.16,10.16,1.0
A0239,Tennis,3.2,4,5.1,72,4,90,51,Low,2025-08-27,12.8,71.0,12.8,,1.0,Optimal,12.8,12.8,1.0
A0240,Hockey,2.88,2,8.5,73,5,86,59,Medium,2025-08-28,5.76,81.33333333333333,5.76,,1.0,Optimal,5.76,5.76,1.0
A0241,Basketball,3.31,10,7.1,60,8,81,64,Low,2025-08-29,33.1,70.66666666666667,33.1,,1.0,Optimal,33.1,33.1,1.0
A0242,Badminton,2.51,9,7.5,95,3,90,79,Low,2025-08-30,22.589999999999996,86.66666666666667,22.589999999999996,,1.0,Optimal,22.589999999999996,22.589999999999996,1.0
A0243,Athletics,4.74,2,7.6,83,7,51,93,High,2025-08-31,9.48,70.0,9.48,,1.0,Optimal,9.48,9.48,1.0
A0244,Football,3.51,9,8.3,77,6,95,66,Medium,2025-09-01,31.589999999999996,85.0,31.589999999999996,,1.0,Optimal,31.589999999999996,31.589999999999996,1.0
A0245,Badminton,2.16,6,6.3,54,1,55,53,Low,2025-09-02,12.96,57.333333333333336,12.96,,1.0,Optimal,12.96,12.96,1.0
A0246,Swimming,5.5,1,7.9,54,7,80,56,Medium,2025-09-03,5.5,71.0,5.5,,1.0,Optimal,5.5,5.5,1.0
A0247,Football,2.92,4,7.1,100,7,71,90,Low,2025-09-04,11.68,80.66666666666667,11.68,,1.0,Optimal,11.68,11.68,1.0
A0248,Football,3.72,1,8.2,70,1,54,80,Low,2025-09-05,3.72,68.66666666666667,3.72,,1.0,Optimal,3.72,3.72,1.0
A0249,Football,5.53,6,9.0,61,9,66,100,Low,2025-09-06,33.18,72.33333333333333,33.18,,1.0,Optimal,33.18,33.18,1.0
A0250,Tennis,4.12,4,5.8,99,6,67,88,High,2025-09-07,16.48,74.66666666666667,16.48,,1.0,Optimal,16.48,16.48,1.0
A0251,Swimming,1.58,3,9.0,53,2,56,83,Low,2025-09-08,4.74,66.33333333333333,4.74,,1.0,Optimal,4.74,4.74,1.0
A0252,Football,5.7,3,5.4,98,5,85,55,Low,2025-09-09,17.1,79.0,17.1,,1.0,Optimal,17.1,17.1,1.0
A0253,Athletics,4.14,9,5.0,91,4,98,99,Low,2025-09-10,37.26,79.66666666666667,37.26,,1.0,Optimal,37.26,37.26,1.0
A0254,Cricket,2.67,6,5.2,69,7,89,87,Medium,2025-09-11,16.02,70.0,16.02,,1.0,Optimal,16.02,16.02,1.0
A0255,Football,1.7,9,6.4,87,8,97,94,Low,2025-09-12,15.299999999999999,82.66666666666667,15.299999999999999,,1.0,Optimal,15.299999999999999,15.299999999999999,1.0
A0256,Tennis,4.97,5,7.5,74,1,41,100,Low,2025-09-13,24.849999999999998,63.333333333333336,24.849999999999998,,1.0,Optimal,24.849999999999998,24.849999999999998,1.0
A0257,Badminton,4.1,2,5.3,63,5,75,83,Low,2025-09-14,8.2,63.666666666666664,8.2,,1.0,Optimal,8.2,8.2,1.0
A0258,Swimming,3.67,8,5.0,60,3,89,93,Medium,2025-09-15,29.36,66.33333333333333,29.36,,1.0,Optimal,29.36,29.36,1.0
A0259,Hockey,5.47,5,8.7,81,1,46,64,High,2025-09-16,27.349999999999998,71.33333333333333,27.349999999999998,,1.0,Optimal,27.349999999999998,27.349999999999998,1.0
A0260,Tennis,4.94,2,8.3,60,3,52,63,Low,2025-09-17,9.88,65.0,9.88,,1.0,Optimal,9.88,9.88,1.0
A0261,Football,1.76,4,8.2,67,6,54,55,Low,2025-09-18,7.04,67.66666666666667,7.04,,1.0,Optimal,7.04,7.04,1.0
A0262,Swimming,2.56,9,8.5,76,7,64,99,High,2025-09-19,23.04,75.0,23.04,,1.0,Optimal,23.04,23.04,1.0
A0263,Cricket,2.24,4,7.8,67,8,62,86,Low,2025-09-20,8.96,69.0,8.96,,1.0,Optimal,8.96,8.96,1.0
A0264,Football,4.72,4,5.4,72,4,99,99,Medium,2025-09-21,18.88,75.0,18.88,,1.0,Optimal,18.88,18.88,1.0
A0265,Tennis,1.17,2,6.6,60,3,61,81,Medium,2025-09-22,2.34,62.333333333333336,2.34,,1.0,Optimal,2.34,2.34,1.0
A0266,Basketball,3.85,6,7.9,70,5,65,52,Low,2025-09-23,23.1,71.33333333333333,23.1,,1.0,Optimal,23.1,23.1,1.0
A0267,Athletics,4.81,2,6.1,93,9,72,52,Low,2025-09-24,9.62,75.33333333333333,9.62,,1.0,Optimal,9.62,9.62,1.0
A0268,Hockey,5.38,7,7.7,54,6,50,71,Low,2025-09-25,37.66,60.333333333333336,37.66,,1.0,Optimal,37.66,37.66,1.0
A0269,Badminton,2.71,3,5.1,72,9,49,71,Low,2025-09-26,8.129999999999999,57.333333333333336,8.129999999999999,,1.0,Optimal,8.129999999999999,8.129999999999999,1.0
A0270,Tennis,5.11,3,6.2,90,6,64,59,Low,2025-09-27,15.330000000000002,72.0,15.330000000000002,,1.0,Optimal,15.330000000000002,15.330000000000002,1.0
A0271,Swimming,1.55,5,7.2,74,2,76,100,Low,2025-09-28,7.75,74.0,7.75,,1.0,Optimal,7.75,7.75,1.0
A0272,Hockey,5.23,3,7.5,90,5,87,52,Low,2025-09-29,15.690000000000001,84.0,15.690000000000001,,1.0,Optimal,15.690000000000001,15.690000000000001,1.0
A0273,Hockey,1.64,2,7.3,59,9,82,61,Low,2025-09-30,3.28,71.33333333333333,3.28,,1.0,Optimal,3.28,3.28,1.0
A0274,Hockey,2.99,10,7.8,71,8,92,78,Low,2025-10-01,29.900000000000002,80.33333333333333,29.900000000000002,,1.0,Optimal,29.900000000000002,29.900000000000002,1.0
A0275,Football,4.99,9,5.0,68,7,77,97,Low,2025-10-02,44.910000000000004,65.0,44.910000000000004,,1.0,Optimal,44.910000000000004,44.910000000000004,1.0
A0276,Athletics,1.75,2,5.4,50,1,80,66,Medium,2025-10-03,3.5,61.333333333333336,3.5,,1.0,Optimal,3.5,3.5,1.0
A0277,Football,2.15,2,8.5,56,4,84,56,Low,2025-10-04,4.3,75.0,4.3,,1.0,Optimal,4.3,4.3,1.0
A0278,Swimming,4.61,8,7.7,53,7,63,62,Medium,2025-10-05,36.88,64.33333333333333,36.88,,1.0,Optimal,36.88,36.88,1.0
A0279,Football,4.6,9,5.5,50,7,79,51,Low,2025-10-06,41.4,61.333333333333336,41.4,,1.0,Optimal,41.4,41.4,1.0
A0280,Basketball,4.21,7,8.4,64,6,85,53,Low,2025-10-07,29.47,77.66666666666667,29.47,,1.0,Optimal,29.47,29.47,1.0
A0281,Athletics,4.47,3,6.0,89,8,95,59,Medium,2025-10-08,13.41,81.33333333333333,13.41,,1.0,Optimal,13.41,13.41,1.0
A0282,Athletics,3.71,9,6.9,61,6,72,88,Low,2025-10-09,33.39,67.33333333333333,33.39,,1.0,Optimal,33.39,33.39,1.0
A0283,Swimming,2.26,3,5.6,71,10,56,73,Low,2025-10-10,6.779999999999999,61.0,6.779999999999999,,1.0,Optimal,6.779999999999999,6.779999999999999,1.0
A0284,Badminton,2.73,5,7.8,71,3,63,66,Low,2025-10-11,13.65,70.66666666666667,13.65,,1.0,Optimal,13.65,13.65,1.0
A0285,Basketball,1.91,9,7.7,99,4,76,55,Low,2025-10-12,17.189999999999998,84.0,17.189999999999998,,1.0,Optimal,17.189999999999998,17.189999999999998,1.0
A0286,Tennis,5.54,3,5.8,96,3,96,68,Low,2025-10-13,16.62,83.33333333333333,16.62,,1.0,Optimal,16.62,16.62,1.0
A0287,Football,3.92,7,8.5,66,1,41,54,Low,2025-10-14,27.439999999999998,64.0,27.439999999999998,,1.0,Optimal,27.439999999999998,27.439999999999998,1.0
A0288,Cricket,3.0,1,6.6,78,10,71,81,Low,2025-10-15,3.0,71.66666666666667,3.0,,1.0,Optimal,3.0,3.0,1.0
A0289,Football,3.31,4,6.2,95,5,96,59,Low,2025-10-16,13.24,84.33333333333333,13.24,,1.0,Optimal,13.24,13.24,1.0
A0290,Hockey,5.74,4,5.6,63,1,99,58,Low,2025-10-17,22.96,72.66666666666667,22.96,,1.0,Optimal,22.96,22.96,1.0
A0291,Football,1.77,7,6.1,99,1,63,76,Low,2025-10-18,12.39,74.33333333333333,12.39,,1.0,Optimal,12.39,12.39,1.0
A0292,Tennis,3.93,8,5.1,69,2,48,62,Low,2025-10-19,31.44,56.0,31.44,,1.0,Optimal,31.44,31.44,1.0
A0293,Football,3.53,1,7.3,99,4,43,68,Low,2025-10-20,3.53,71.66666666666667,3.53,,1.0,Optimal,3.53,3.53,1.0
A0294,Basketball,4.06,5,8.4,97,6,56,70,High,2025-10-21,20.299999999999997,79.0,20.299999999999997,,1.0,Optimal,20.299999999999997,20.299999999999997,1.0
A0295,Basketball,1.09,7,7.2,82,8,56,73,Low,2025-10-22,7.630000000000001,70.0,7.630000000000001,,1.0,Optimal,7.630000000000001,7.630000000000001,1.0
A0296,Athletics,5.36,4,5.9,92,3,92,87,Low,2025-10-23,21.44,81.0,21.44,,1.0,Optimal,21.44,21.44,1.0
A0297,Swimming,5.66,4,5.1,64,1,89,53,Low,2025-10-24,22.64,68.0,22.64,,1.0,Optimal,22.64,22.64,1.0
A0298,Badminton,3.83,4,5.9,61,3,87,73,High,2025-10-25,15.32,69.0,15.32,,1.0,Optimal,15.32,15.32,1.0
A0299,Cricket,4.48,6,6.7,89,3,69,84,Low,2025-10-26,26.880000000000003,75.0,26.880000000000003,,1.0,Optimal,26.880000000000003,26.880000000000003,1.0
A0300,Hockey,5.61,7,8.0,69,5,79,52,High,2025-10-27,39.27,76.0,39.27,,1.0,Optimal,39.27,39.27,1.0
A0301,Football,4.54,2,5.8,79,4,97,53,Low,2025-10-28,9.08,78.0,9.08,,1.0,Optimal,9.08,9.08,1.0
A0302,Football,1.76,5,7.9,87,4,50,86,Low,2025-10-29,8.8,72.0,8.8,,1.0,Optimal,8.8,8.8,1.0
A0303,Tennis,3.88,4,8.5,52,9,60,89,Medium,2025-10-30,15.52,65.66666666666667,15.52,,1.0,Optimal,15.52,15.52,1.0
A0304,Swimming,4.03,3,6.8,77,7,60,97,Low,2025-10-31,12.09,68.33333333333333,12.09,,1.0,Optimal,12.09,12.09,1.0
A0305,Basketball,3.12,7,8.3,75,4,57,84,Low,2025-11-01,21.84,71.66666666666667,21.84,,1.0,Optimal,21.84,21.84,1.0
A0306,Cricket,4.68,6,7.2,79,3,94,80,Medium,2025-11-02,28.08,81.66666666666667,28.08,,1.0,Optimal,28.08,28.08,1.0
A0307,Athletics,5.67,7,7.5,62,6,68,93,High,2025-11-03,39.69,68.33333333333333,39.69,,1.0,Optimal,39.69,39.69,1.0
A0308,Basketball,5.63,5,7.1,62,3,63,74,Low,2025-11-04,28.15,65.33333333333333,28.15,,1.0,Optimal,28.15,28.15,1.0
A0309,Hockey,3.25,6,6.9,51,6,49,89,Low,2025-11-05,19.5,56.333333333333336,19.5,,1.0,Optimal,19.5,19.5,1.0
A0310,Swimming,1.57,5,5.9,86,9,84,62,Medium,2025-11-06,7.8500000000000005,76.33333333333333,7.8500000000000005,,1.0,Optimal,7.8500000000000005,7.8500000000000005,1.0
A0311,Hockey,5.92,7,6.2,98,6,56,53,Low,2025-11-07,41.44,72.0,41.44,,1.0,Optimal,41.44,41.44,1.0
A0312,Badminton,5.19,2,6.2,87,4,57,95,Medium,2025-11-08,10.38,68.66666666666667,10.38,,1.0,Optimal,10.38,10.38,1.0
A0313,Athletics,1.62,5,7.3,51,5,81,63,Low,2025-11-09,8.100000000000001,68.33333333333333,8.100000000000001,,1.0,Optimal,8.100000000000001,8.100000000000001,1.0
A0314,Badminton,5.6,6,5.5,85,6,87,62,Low,2025-11-10,33.599999999999994,75.66666666666667,33.599999999999994,,1.0,Optimal,33.599999999999994,33.599999999999994,1.0
A0315,Tennis,5.35,6,8.7,75,3,59,76,High,2025-11-11,32.099999999999994,73.66666666666667,32.099999999999994,,1.0,Optimal,32.099999999999994,32.099999999999994,1.0
A0316,Hockey,3.59,5,7.9,60,8,76,55,Low,2025-11-12,17.95,71.66666666666667,17.95,,1.0,Optimal,17.95,17.95,1.0
A0317,Tennis,3.96,10,6.6,57,4,84,66,Low,2025-11-13,39.6,69.0,39.6,,1.0,Optimal,39.6,39.6,1.0
A0318,Football,3.0,7,5.6,93,8,57,85,Low,2025-11-14,21.0,68.66666666666667,21.0,,1.0,Optimal,21.0,21.0,1.0
A0319,Badminton,1.27,10,8.5,89,10,56,89,Low,2025-11-15,12.7,76.66666666666667,12.7,,1.0,Optimal,12.7,12.7,1.0
A0320,Swimming,2.68,8,8.3,92,10,48,98,Low,2025-11-16,21.44,74.33333333333333,21.44,,1.0,Optimal,21.44,21.44,1.0
A0321,Hockey,5.01,7,7.9,71,3,53,84,Medium,2025-11-17,35.07,67.66666666666667,35.07,,1.0,Optimal,35.07,35.07,1.0
A0322,Cricket,1.02,5,6.1,69,10,88,66,Low,2025-11-18,5.1,72.66666666666667,5.1,,1.0,Optimal,5.1,5.1,1.0
A0323,Athletics,2.67,1,6.6,57,7,68,90,Low,2025-11-19,2.67,63.666666666666664,2.67,,1.0,Optimal,2.67,2.67,1.0
A0324,Basketball,2.99,5,5.4,78,9,70,51,Medium,2025-11-20,14.950000000000001,67.33333333333333,14.950000000000001,,1.0,Optimal,14.950000000000001,14.950000000000001,1.0
A0325,Swimming,3.69,10,5.8,89,4,43,62,Low,2025-11-21,36.9,63.333333333333336,36.9,,1.0,Optimal,36.9,36.9,1.0
A0326,Swimming,5.6,2,8.1,75,8,57,51,Low,2025-11-22,11.2,71.0,11.2,,1.0,Optimal,11.2,11.2,1.0
A0327,Tennis,2.73,5,7.9,79,3,98,77,Low,2025-11-23,13.65,85.33333333333333,13.65,,1.0,Optimal,13.65,13.65,1.0
A0328,Badminton,2.73,5,7.4,66,7,59,92,High,2025-11-24,13.65,66.33333333333333,13.65,,1.0,Optimal,13.65,13.65,1.0
A0329,Hockey,4.69,2,8.6,69,3,95,75,Low,2025-11-25,9.38,83.33333333333333,9.38,,1.0,Optimal,9.38,9.38,1.0
A0330,Hockey,3.26,5,7.3,65,7,95,71,Low,2025-11-26,16.299999999999997,77.66666666666667,16.299999999999997,,1.0,Optimal,16.299999999999997,16.299999999999997,1.0
A0331,Football,2.12,4,6.9,95,10,86,96,Low,2025-11-27,8.48,83.33333333333333,8.48,,1.0,Optimal,8.48,8.48,1.0
A0332,Football,3.26,1,6.4,92,10,82,92,Low,2025-11-28,3.26,79.33333333333333,3.26,,1.0,Optimal,3.26,3.26,1.0
A0333,Athletics,1.7,3,8.8,56,6,83,52,Low,2025-11-29,5.1,75.66666666666667,5.1,,1.0,Optimal,5.1,5.1,1.0
A0334,Tennis,1.88,1,5.3,65,2,48,84,Low,2025-11-30,1.88,55.333333333333336,1.88,,1.0,Optimal,1.88,1.88,1.0
A0335,Swimming,3.49,5,8.7,94,3,52,61,Low,2025-12-01,17.450000000000003,77.66666666666667,17.450000000000003,,1.0,Optimal,17.450000000000003,17.450000000000003,1.0
A0336,Hockey,3.09,4,8.3,96,6,54,73,High,2025-12-02,12.36,77.66666666666667,12.36,,1.0,Optimal,12.36,12.36,1.0
A0337,Cricket,5.57,7,5.5,97,4,66,54,Low,2025-12-03,38.99,72.66666666666667,38.99,,1.0,Optimal,38.99,38.99,1.0
A0338,Tennis,2.81,5,7.3,76,6,54,69,Low,2025-12-04,14.05,67.66666666666667,14.05,,1.0,Optimal,14.05,14.05,1.0
A0339,Athletics,3.9,10,8.5,72,1,67,88,Low,2025-12-05,39.0,74.66666666666667,39.0,,1.0,Optimal,39.0,39.0,1.0
A0340,Athletics,4.16,4,7.3,73,10,76,88,Low,2025-12-06,16.64,74.0,16.64,,1.0,Optimal,16.64,16.64,1.0
A0341,Tennis,1.07,2,8.6,58,1,94,62,Low,2025-12-07,2.14,79.33333333333333,2.14,,1.0,Optimal,2.14,2.14,1.0
A0342,Athletics,4.32,4,8.8,84,3,58,90,Low,2025-12-08,17.28,76.66666666666667,17.28,,1.0,Optimal,17.28,17.28,1.0
A0343,Tennis,1.89,2,6.7,100,8,65,94,Low,2025-12-09,3.78,77.33333333333333,3.78,,1.0,Optimal,3.78,3.78,1.0
A0344,Basketball,5.81,8,6.5,69,8,91,61,Medium,2025-12-10,46.48,75.0,46.48,,1.0,Optimal,46.48,46.48,1.0
A0345,Tennis,1.74,3,8.7,86,4,65,62,Low,2025-12-11,5.22,79.33333333333333,5.22,,1.0,Optimal,5.22,5.22,1.0
A0346,Badminton,3.07,9,7.7,91,6,64,59,Low,2025-12-12,27.63,77.33333333333333,27.63,,1.0,Optimal,27.63,27.63,1.0
A0347,Tennis,1.43,4,5.5,66,8,65,82,Low,2025-12-13,5.72,62.0,5.72,,1.0,Optimal,5.72,5.72,1.0
A0348,Athletics,5.98,6,5.2,96,7,65,89,Low,2025-12-14,35.88,71.0,35.88,,1.0,Optimal,35.88,35.88,1.0
A0349,Hockey,3.51,10,7.3,80,7,85,65,Low,2025-12-15,35.099999999999994,79.33333333333333,35.099999999999994,,1.0,Optimal,35.099999999999994,35.099999999999994,1.0
A0350,Badminton,3.98,5,8.7,57,4,67,94,Low,2025-12-16,19.9,70.33333333333333,19.9,,1.0,Optimal,19.9,19.9,1.0
A0351,Athletics,1.34,10,8.4,64,9,88,84,Low,2025-12-17,13.4,78.66666666666667,13.4,,1.0,Optimal,13.4,13.4,1.0
A0352,Football,4.75,1,7.7,80,10,57,52,Medium,2025-12-18,4.75,71.33333333333333,4.75,,1.0,Optimal,4.75,4.75,1.0
A0353,Football,2.05,9,5.6,79,6,71,54,Low,2025-12-19,18.45,68.66666666666667,18.45,,1.0,Optimal,18.45,18.45,1.0
A0354,Hockey,5.49,1,6.0,95,3,92,75,Low,2025-12-20,5.49,82.33333333333333,5.49,,1.0,Optimal,5.49,5.49,1.0
A0355,Hockey,2.03,8,8.5,69,5,42,60,Low,2025-12-21,16.24,65.33333333333333,16.24,,1.0,Optimal,16.24,16.24,1.0
A0356,Badminton,1.95,9,5.7,88,5,41,56,Low,2025-12-22,17.55,62.0,17.55,,1.0,Optimal,17.55,17.55,1.0
A0357,Basketball,1.18,9,6.1,61,5,72,59,Low,2025-12-23,10.62,64.66666666666667,10.62,,1.0,Optimal,10.62,10.62,1.0
A0358,Hockey,3.36,1,5.5,98,8,81,91,High,2025-12-24,3.36,78.0,3.36,,1.0,Optimal,3.36,3.36,1.0
A0359,Football,3.82,2,7.7,66,9,58,83,Low,2025-12-25,7.64,67.0,7.64,,1.0,Optimal,7.64,7.64,1.0
